,city,id,links,name,phone_numbers,state,street_address,zip_code
972,ALPINE,9334,['http://www.sulross.edu/'],SUL ROSS STATE UNIVERSITY,['915-837-8178'],TX,"BOX C-171, EAST HIGHWAY 90",79832
973,TEMPLE,8257,['http://www.templejc.edu/'],TEMPLE COLLEGE,['254-298-8586'],TX,2600 SOUTH FIRST ST,76504
974,HOUSTON,8595,['http://testcenterusa.com/'],"TESTING CENTER USA, INC.",['281-679-7072'],TX,"12651 BRIAR FOREST DR., SUITE 225",77077
975,COMMERCE,9790,['http://www.tamu-commerce.edu/'],TEXAS A&M; UNIVERSITY - COMMERCE,['(903) 886-5122'],TX,"2600 S. NEAL STREET, MCDOWELL ADMIN. BUILDING #315",75429
976,CORPUS CHRISTI,9205,['http://www.tamucc.edu/'],TEXAS A&M; UNIVERSITY - CORPUS CHRISTI,['(361) 825-2234'],TX,6300 OCEAN DRIVE,78412
977,SAN ANTONIO,9638,['http://www.tamusa.edu'],TEXAS A&M; UNIVERSITY - SAN ANTONIO,['(210) 784-1300'],TX,,78224
978,ABILENE,9759,['http://www.tstc.edu/'],TEXAS STATE TECHNICAL COLLEGE,['325-734-3641'],TX,650 EAST HIGHWAY 80,79601
979,BRECKENRIDGE,8491,['http://www.tstc.edu/'],TEXAS STATE TECHNICAL COLLEGE,['817-559-6556'],TX,307 NORTH BRECKENRIDGE AVE,76424
980,SAN MARCOS,9320,['http://www.txstate.edu/trec/'],TEXAS STATE UNIVERSITY,['512-245-2276'],TX,"601 UNIVERSITY DRIVE, TREC, LOWER COMMONS",78666
981,LUBBOCK,9778,['http://www.ttu.edu/'],TEXAS TECH UNIVERSITY,['806-742-3671'],TX,214 WEST HALL,79409
982,SAN ANTONIO,9036,['http://www.utsa.edu/testing/'],THE UNIVERSITY OF TEXAS AT SAN ANTONIO,['210-458-4125'],TX,ONE UTSA CIRCLE,78249
983,SAN ANTONIO,7730,['http://www.utsa.edu/testing/'],THE UNIVERSITY OF TEXAS AT SAN ANTONIO,['210-458-2941'],TX,501 WEST CESAR E CHAVEZ,78207
984,STAFFORD,8821,['http://txtestingcenter.com/'],TX TESTING CENTER,['(832) 633-2521'],TX,10701 CORPORATE DRIVE,77477
985,FORT BLISS,7353,['http://www.umuc.edu/'],UMUC OFFICE AT THE FT. BLISS EDUCATION CENTER,['(915) 238-7884'],TX,"BLDG 614, ROOM 11 TAYLOR ROAD",79916
986,HOUSTON,9799,['http://www.las.uh.edu/'],UNIVERSITY OF HOUSTON,['(713) 743-5386'],TX,"4800 CALHOUN ROAD, STUDENT SERVICE CENTER 1, ROOM 210",77204
987,HOUSTON,8651,['http://www.uhcl.edu'],UNIVERSITY OF HOUSTON - CLEAR LAKE,['(281) 283-3081'],TX,2700 BAY AREA BLVD,77058
988,MISSION,8233,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['956-519-5803'],TX,"4201 S. SHARY RD, SUITE 203A",78572
989,IRVING,8535,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['214-647-6207'],TX,"1707 MARKET PLACE BLVD, SUITE 100",75063
990,EL PASO,9105,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - EAST EL PASO CAMPUS,['(915) 599-5900'],TX,1340 ADABEL DIVE,79936
991,HOUSTON,9003,['http://www.phoenix.edu/houston'],UNIVERSITY OF PHOENIX - HOUSTON CAMPUS,['(713) 465-9966'],TX,"11451 KATY FREEWAY, SUITE 100",77079
992,KILLEEN,9061,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - KILLEEN LEARNING CENTER,['(254) 501-6903'],TX,"902 WEST CENTRAL TEXAS EXPRESSWAY, SUITE 300",76542
993,SAN ANTONIO,8423,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - SAN ANTONIO,['(210) 524-2127'],TX,8200 IH 10 WEST SUITE 1000,78230
994,SPRING,8663,['http://www.phoenix.edu/houston'],UNIVERSITY OF PHOENIX - WOODLANDS LEARNING CENTER,['(713) 465-9966'],TX,24624 I-45 N STE. 1001,77386
995,ARLINGTON,8025,['http://www.uta.edu/'],UNIVERSITY OF TEXAS - ARLINGTON,['817-272-2362'],TX,"701 SO. NEDDERMAN #201, BOX 19555",76019
996,EL PASO,8021,['http://www.utep.edu'],UNIVERSITY OF TEXAS AT EL PASO,['915 747 5009'],TX,"500 W. UNIVERSITY AVE, AAC ROOM 127",79968
997,SAN ANTONIO,9174,['http://www.uiwtx.edu/'],UNIVERSITY OF THE INCARNATE WORD,['210-283-5020'],TX,4301 BROADWAY,78209
998,VICTORIA,8695,['http://www.victoriacollege.edu/'],VICTORIA COLLEGE,['361-582-2403'],TX,2200 EAST RED RIVER,77901
999,FORT SAM HOUSTON,7322,['http://www.wbu.edu/'],WAYLAND BAPTIST UNIVERSITY,['806-291-3452'],TX,2412 N. NEW BRAUNFELS,78234
1000,SAN ANTONIO,8182,['http://www.sa.wbu.edu/'],WAYLAND BAPTIST UNIVERSITY,['210-826-7595'],TX,11550 IH 35 NORTH,78217
1001,LACKLAND AFB,7234,['http://www.wbu.edu/'],WAYLAND BAPTIST UNIVERSITY,['210-826-7595'],TX,"1550 WURTSMITH STREET, BUILDING 5725, SUITE 5",78236
1002,SHEPPARD AFB,7320,['http://www.wbu.edu/colleges-in-wichita-falls/'],WAYLAND BAPTIST UNIVERSITY,['940-855-4322'],TX,"426 5TH AVENUE, SUITE 7",76311
1003,RANDOLPH AFB,7323,['http://www.wbu.edu/'],WAYLAND BAPTIST UNIVERSITY,['806-291-3452'],TX,3 3RD ST. WEST,78148
1004,GOODFELLOW AFB,7327,['http://www.wbu.edu/'],WAYLAND BAPTIST UNIVERSITY,['325-654-3314'],TX,265 KEARNEY BLVD.,76908
1005,CANYON,7767,['http://www.wtamu.edu/'],WEST TEXAS A&M; UNIVERSITY,['(806) 651-2341'],TX,2502 3RD AVE. CLASSROOM CTR. BLDG.,79016
1006,PROVO,8258,['http://www.byu.edu/'],BRIGHAM YOUNG UNIVERSITY,['801-422-6147'],UT,"265 HEBER J. GRANT BUILDING, TESTING CENTER",84602
1007,MURRAY,9915,['http://www.ccis.edu/nationwide/saltlake/'],COLUMBIA COLLEGE,"['801-281-6677', '800-339-7618']",UT,"5250 S. COMMERCE DRIVE, SUITE 300",84107
1008,DUCHESNE,7737,['http://www.duchesnegov.us/'],DUCHESNE COUNTY LIBRARY,['435-738-2800'],UT,"130 S CENTER ST, PO BOX 169",84021
1009,WEST JORDAN,8764,['http://www.hawthorne.edu/'],HAWTHORNE UNIVERSITY,['801-255-3651'],UT,1323 WEST 7900 SOUTH,84088
1010,HILL AFB,7292,['http://www.park.edu/gohill'],PARK UNIVERSITY - HILL AFB CAMPUS,['(801) 777-9992'],UT,"7285 4TH STREET, BUILDING 180, RM 105",84056
1011,SANDY,8629,['http://www.slcc.edu/'],SALT LAKE COMMUNITY COLLEGE,['(801) 957-5215'],UT,9750 S 300 W #215,84070
1012,OGDEN,8815,['http://www.weber.edu/'],STEWART LIBRARY TESTING CENTER - WEBER STATE UNIVERSITY,['801-626-6847'],UT,3921 CENTRAL CAMPUS DR.,84408
1013,SANDY,7885,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['801-432-5029'],UT,"9815 SOUTH MONROE STREET, SUITE 200",84070
1014,SALT LAKE CITY,7356,['http://www.phoenix.edu'],UNIVERSITY OF PHOENIX ROLAND R. WRIGHT AIR NATIONAL GUARD BASE,['(801) 209-5542'],UT,765 2200 W,84116
1015,SALT LAKE CITY,8977,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - UTAH CAMPUS,['(801) 727-3026'],UT,5373 S GREEN ST SUITE 200,84123
1016,LOGAN,7796,['http://www.usu.edu/'],UTAH STATE UNIVERSITY,['435-797-1004'],UT,"UNIVERSITY INN 115, 0118 OLD MAIN HILL",84322
1017,OREM,8482,['http://www.uvsc.edu/'],UTAH VALLEY UNIVERSITY,['801-863-6421'],UT,800 WEST UNIVERSITY PARKWAY,84058
1018,LAYTON,7971,['http://www.weber.edu/'],WEBER STATE UNIVERSITY,['801-395-3532'],UT,"2750 N. UNIVERSITY PARK, ROOM 215",84041
1019,BLUEFIELD,8087,['http://www.bluefield.edu/'],BLUEFIELD COLLEGE,['540-326-4340'],VA,3000 COLLEGE DRIVE,24605
1020,ALEXANDRIA,9595,['http://www.brainseedtesting.com/'],"BRAINSEED TESTING CENTER -ALEXANDRIA, VA",['(703) 338-1877'],VA,205 S. WHITING SUITE 608,22304
1021,HARRISONBURG,8759,['http://www.emu.edu/careers/testing/'],EASTERN MENNONITE UNIVERSITY,['540-432-4131'],VA,1200 PARK ROAD,22802
1022,FORT EUSTIS,9289,['http://www.erau.edu/'],EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,['757-887-0980'],VA,PO BOX 4315,23604
1023,NS NORFOLK,9541,['http://www.erau.edu/'],EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,['757-440-5078'],VA,PO BOX 15067,23511
1024,FAIRFAX,9352,['http://www.gitservices.com'],GLOBAL INSTITUTE OF TECHNOLOGY (GIT) SERVICES- FAIRFAX,['(703) 310-7133'],VA,"4041 UNIVERSITY DRIVE, SUITE 101",22030
1025,RICHMOND,8217,['http://gitservices.com/'],GLOBAL INSTITUTE OF TECHNOLOGY SERVICES,['(804) 562-4798'],VA,1311 HIGHPOINT AVE,23230
1026,RESTON,8607,['http://www.intellectualpoint.com/'],INTELLECTUAL POINT,['(571) 577-7890'],VA,11321 SUNSET HILLS RD,20190
1027,LYNCHBURG,8622,['http://www.liberty.edu/'],LIBERTY UNIVERSITY,['800-424-9595'],VA,1971 UNIVERSITY BOULEVARD,24502
1028,STAUNTON,9089,['http://www.mbc.edu/'],MARY BALDWIN COLLEGE,['540-887-7129'],VA,318 PROSPECT ST,24401
1029,ALEXANDRIA,8794,['http://www.nl.edu/transferinfo/creditbyexamination/'],NATIONAL-LOUIS UNIVERSITY,['703-647-7512'],VA,1800 DIAGONAL ROAD,22314
1030,NORFOLK,9414,['https://www.nsu.edu/'],NORFOLK STATE UNIVERSITY,['(757) 823-2504'],VA,700 PARK AVENUE,23504
1031,ALEXANDRIA,7916,['https://www.nvcc.edu/index.html'],NORTHERN VIRGINIA COMMUNITY COLLEGE,['703-845-6280'],VA,3001 NORTH BEAUREGARD STREET,22311
1032,FORT BELVOIR,7203,['http://www.nvcc.edu'],NORTHERN VIRGINIA COMMUNITY COLLEGE - FORT BELVOIR,['(703) 805-9261'],VA,"BARDEN EDUCATION CENTER, BUILDING 1017,9625 BELVOIR ROAD",22060
1033,QUANTICO,7100,['http://www.nvcc.edu'],NORTHERN VIRGINIA COMMUNITY COLLEGE - QUANTICO,['(703) 878-4609'],VA,"3088 ROAN DRIVE, LIFELONG LEARNING CENTER, LAB 2",22134
1034,NORFOLK,9265,['http://www.odu.edu/'],OLD DOMINION UNIVERSITY,['(757) 683-3697'],VA,4427 HAMPTON BLVD,23529
1035,ARLINGTON,7176,['http://park.edu'],PARK UNIVERSITY - HENDERSON HALL,['(703) 525-7275'],VA,"1555 SOUTHGATE ROAD, HENDERSON HALL BLDG 29",22214
1036,VIENNA,9902,['http://www.potomac.edu/'],POTOMAC COLLEGE,['443-306-1802'],VA,"2070 CHAIN BRIDGE RD, SUITE G100",22182
1037,ROANOKE,7958,['http://www.education.edu/'],ROANOKE HIGHER EDUCATION CENTER,['540-767-6010'],VA,108 N. JEFFERSON STREET,24016
1038,NORFOLK,7123,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['757-489-0969'],VA,"NS NORFOLK, NAVAL STATION NORFOLK, BUILDING U-40",23511
1039,LANGLEY AFB,7112,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['757-766-1812'],VA,"450 WEYLAND ROAD, BUILDING 1027",23665
1040,VIRGINIA BEACH,7136,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['757-492-6183'],VA,"DAM NECK ANNEX, 1905 REGULUS AVENUE, BUILDING 199, ROIOM 151",23461
1041,CHESAPEAKE,8810,['http://www.saintleo.edu'],SAINT LEO UNIVERSITY,['757-382-7599'],VA,609 INDEPENDENCE PARKWAY,23320
1042,FORT LEE,7214,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['804-861-8039'],VA,"FORT LEE CENTER, 700 QUARTERS ROAD, ROOM 159, BLDG 12400",23801
1043,FORT EUSTIS,7108,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['757-887-0655'],VA,1500 MADISON AVENUE,23604
1044,YORKTOWN,7211,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,"['757-887-0655', '757-856-2104']",VA,"U.S. COAST GUARD TRAINING CENTER YORKTOWN, STATE ROAD 238",23690
1045,PORTSMOUTH,7137,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['757-492-6183'],VA,"620 JOHN PAUL JONES CIRCLE, BUILDING 1, 4TH FLOOR",23708
1046,NORFOLK,7130,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['757-464-6449'],VA,"NAB LITTLE CREAK, 1481 D STREET, BUILDING 3016",23521
1047,VIRGINIA BEACH,7141,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['757-428-8395'],VA,"NAS OCEANA, NAVAL AIR STATION OCEANA, BUILDING 531",23460
1048,GLEN ALLEN,9721,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['804-527-1000'],VA,11501 NUCKOLS ROAD,23059
1049,ALEXANDRIA,9809,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['703-329-9190'],VA,2730 EISENHOWER AVENUE,22314
1050,ARLINGTON,9718,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['703-920-5504'],VA,2121 15TH STREET NORTH,22201
1051,VIRGINIA BEACH,8114,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['757-493-6029'],VA,"249 CENTRAL PARK AVENUE, SUITE 350",23464
1052,CHESAPEAKE,8917,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['757-547-6076'],VA,"676 INDEPENDENCE PARKWAY, SUITE 300",23320
1053,MIDLOTHIAN,9898,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['804-763-6710'],VA,"2820 WATERFORD LAKE DRIVE, SUITE 100",23112
1054,WOODBRIDGE,9728,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['703-878-2890'],VA,13385 MINNEVILLE ROAD,22192
1055,FREDERICKSBURG,9720,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['540-374-4300'],VA,"150 RIVERSIDE PARKWAY, SUITE 100",22405
1056,NEWPORT NEWS,8918,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['757-881-5129'],VA,"99 OLD OYSTER POINT ROAD, UNIT 1",23602
1057,ASHBURN,8841,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['703-729-8882'],VA,"45150 RUSSELL BRANCH PARKWAY, SUITE 201",20147
1058,NORFOLK,8188,['http://www.tcc.edu/'],TIDEWATER COMMUNITY COLLEGE,['757-822-1310'],VA,300 GRANBY STREET,23503
1059,PORTSMOUTH,9341,['http://www.tcc.edu/'],TIDEWATER COMMUNITY COLLEGE,['757-822-2124'],VA,120 CAMPUS DRIVE,23701
1060,ARLINGTON,8957,['http://phoenix.edu'],UNIVERSITY OF PHOENIX - ARLINGTON LEARNING CENTER,['(571) 227-7105'],VA,"ARLINGTON LEARNING CENTER, 1800 S. BELL STREET",22202
1061,VIRGINIA BEACH,8992,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - RICHMOND-VIRGINIA BEACH CAMPUS,['(757) 493-6300'],VA,4636 COLUMBUS STREET,23462
1062,MONTPELIER,8533,['http://www.ccv.vsc.edu/'],COMMUNITY COLLEGE OF VERMONT,['(802) 828-4064'],VT,"PO BOX 489, 660 ELM STREET",05601
1063,ST. JOHNSBURY,8948,['http://www.spfldcol.edu/'],SPRINGFIELD COLLEGE,['802-748-5402'],VT,"347 EMERSON FALLS ROAD, SUITE 2",05819
1064,MONTPELIER,9839,['http://www.uvm.edu/'],UNIVERSITY OF VERMONT,['802-223-0388'],VT,"89 MAIN STREET, CITY CENTER",05602
1065,MOSES LAKE,9063,['http://www.bbcc.ctc.edu/'],BIG BEND COMMUNITY COLLEGE,['(509) 793-2064'],WA,7662 CHANUTE ST,98837
1066,ELLENSBURG,7952,['http://www.cwu.edu/testing/'],CENTRAL WASHINGTON UNIVERSITY,['509-963-1860'],WA,400 EAST UNIVERSITY WAY,98926
1067,MARYSVILLE,7149,['http://www.ccis.edu/nationwide/marysville/'],COLUMBIA COLLEGE,['425-259-4481'],WA,"13910 45TH AVENUE, NORTHEAST, SUITE 802",98271
1068,OAK HARBOR,7135,['http://www.ccis.edu/nationwide/whidbey/'],COLUMBIA COLLEGE - WHIDBEY ISLAND CAMPUS,['360-279-9030'],WA,3615 N. LANGLEY BOULEVARD,98278
1069,SPOKANE,9161,['http://www.gonzaga.edu/'],GONZAGA UNIVERSITY,['509-328-4420'],WA,502 E. BOONE AVE.,99258
1070,SEATTLE,9663,['https://northseattle.edu/'],NORTH SEATTLE COLLEGE,['(206) 934-3600'],WA,9600 COLLEGE WAY NORTH,98103
1071,FAIRCHILD AFB,7205,['http://new.park.edu/campus-centers/washington/wa-spokane.html'],PARK UNIVERSITY,['509-247-4211'],WA,"6 WEST CASTLE STREET, SUITE 118",99011
1072,PORT ANGELES,8393,['http://www.pc.ctc.edu/'],PENINSULA COLLEGE,['360-417-6346'],WA,1502 EAST LAURIDSEN BOULEVARD,98362
1073,FT. LEWIS,7109,['http://www.pierce.ctc.edu/military/'],PIERCE COLLEGE NATIONAL TEST CENTER - FORT LEWIS,['(253) 964-6564'],WA,6242 COLORADO AVENUE,98433
1074,MCCHORD AFB,7258,['http://www.pierce.ctc.edu/military/'],PIERCE COLLEGE NATIONAL TEST CENTER - MCCHORD,['253-964-6564'],WA,851 LINCOLN BOULEVARD,98438
1075,TUKWILA,8429,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - WESTERN WASHINGTON CAMPUS,['(425) 572-1600'],WA,"7100 FORT DENT WAY, SUITE 100",98188
1076,SEATTLE,9834,['http://www.washington.edu/'],UNIVERSITY OF WASHINGTON,['206-543-1170'],WA,"1410 NE CAMPUS PKWY, 453 SCHMITZ HALL, BOX 355837",98195
1077,BREMERTON,7179,['http://www.vinu.edu/military'],VINCENNES UNIVERSITY,['360-478-7202'],WA,"120 SOUTH DEWEY STREET, BLDG 491 - RM 204",98314
1078,SILVERDALE,7321,['http://www.vinu.edu/military'],VINCENNES UNIVERSITY,['360-697-1396'],WA,1042 TAUTOG CIRCLE,98315
1079,BELLINGHAM,8497,['http://www.wwu.edu/'],WESTERN WASHINGTON UNIVERSITY,['(360) 650-3080'],WA,"TEST CENTER - ROOM 120, 333 32ND STREET, MS 1410",98225
1080,SPOKANE,9811,['http://www.whitworth.edu/'],WHITWORTH UNIVERSITY,['(509) 777-3222'],WA,300 W. HAWTHORNE ROAD,99251
1081,YAKIMA,8752,['https://www.yvcc.edu/'],YAKIMA VALLEY COMMUNITY COLLEGE,['(509) 574-4738'],WA,100 S. 12TH AVE. DECCIO BLDG.,98902
1082,MILWAUKEE,9241,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY,['414-444-0734'],WI,"MILWAUKEE MIDTOWN CENTER, 4151 NORTH 56TH STREET",53216
1083,BELOIT,8516,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY - BELOIT CAMPUS,['(608) 361-1830'],WI,2040 SUTLER AVENUE,53511
1084,WAUKESHA,8176,['https://www.cuw.edu/locations/'],CONCORDIA UNIVERSITY WISCONSIN,['(262) 522-0990'],WI,N14W23777 STONE RIDGE DRIVE,53188
1085,MILWAUKEE,7303,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY WISCONSIN,['414-444-0734'],WI,4151 NORTH 56TH STREET,53216
1086,GREEN BAY,8281,"['http://www.cuw.edu/', 'https://www.cuw.edu/dsst']",CONCORDIA UNIVERSITY WISCONSIN,['(920) 498-2551'],WI,"1150 SPRINGHURST DR, SUITE 101",54304
1087,APPLETON,9129,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY WISCONSIN - APPLETON CAMPUS,['(920) 968-0933'],WI,4351 WEST COLLEGE AVE. SUITE 100,54914
1088,KENOSHA,8255,['http://www.cuw.edu/ae/kenosha_site.htm'],CONCORDIA UNIVERSITY WISCONSIN - KENOSHA CAMPUS,['(262) 697-8260'],WI,10222 74TH STREET,53142
1089,MADISON,9624,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY WISCONSIN - MADISON CAMPUS,['(608) 277-7900'],WI,"2909 LANDMARK PLACE, STE 101",53713
1090,MEQUON,8852,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY WISCONSIN - MEQUON CAMPUS,['(262) 243-4223'],WI,12800 NORTH LAKE SHORE DR,53092
1091,MILWAUKEE,8261,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY WISCONSIN - MILLER PARK WAY,['(414) 647-2523'],WI,"MILLER PARK WAY CENTER, 1670 MILLER PARK WAY",53214
1092,MADISON,8300,['http://www.edgewood.edu/'],EDGEWOOD COLLEGE,['608-663-2302'],WI,1000 EDGEWOOD COLLEGE DRIVE,53711
1093,FON DU LAC,7969,['http://www.marianuniversity.edu/'],MARIAN UNIVERSITY,['920-923-8625'],WI,"45 S. NATIONAL AVENUE, CASE OFFICE",54935
1094,WEST ALLIS,8823,['https://www.marianuniversity.edu/'],MARIAN UNIVERSITY - WEST ALLIS CENTER,[],WI,1227 S. 116TH STREET,53214
1095,MILWAUKEE,8685,['http://www.marquette.edu/'],MARQUETTE UNIVERSITY,['414-288-7302'],WI,PO BOX 1881,53201
1096,WISCONSIN RAPIDS,9476,['http://www.mstc.edu/student-resources/student-services/testing'],MID-STATE TECHNICAL COLLEGE,['715-422-5443'],WI,500 32ND STREET NORTH,54494
1097,RHINELANDER,8532,['http://www.nicoletcollege.edu/'],NICOLET TECHNICAL COLLEGE,['715-365-4609'],WI,"5364 COLLEGE DRIVE, HIGHWAY G SOUTH",54501
1098,BROOKFIELD,8914,['http://www.ottawa.edu/'],OTTAWA UNIVERSITY - MILWAUKEE,['262-879-0200'],WI,"245 S. EXECUTIVE DRIVE, SUITE 110",53005
1099,MILWAUKEE,9449,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['414-203-7829'],WI,"9000 WEST CHESTER STREET, SUITE 300",53214
1100,MILWAUKEE,8840,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['(414) 410-7950'],WI,"10850 W. PARK PLACE, STE. 150",53224
1101,SUPERIOR,9374,['http://www.uwsuper.edu/'],UNIVERSITY OF WISCONSIN,['715-394-8087'],WI,1800 GRAND AVE,54880
1102,WHITEWATER,9697,[],UNIVERSITY OF WISCONSIN,['262-472-5233'],WI,"800 WEST MAIN STREET, ROSEMAN BUILDING 2003",53190
1103,LA CROSSE,9086,['http://www.uwlax.edu/'],UNIVERSITY OF WISCONSIN - LA CROSSE,['(608) 785-8074'],WI,"2106 CENTENNIAL HALL, 308 16TH STREET N,",54601
1104,OSHKOSH,9372,['http://www.uwosh.edu/testing/'],UNIVERSITY OF WISCONSIN - OSHKOSH,['920-424-0068'],WI,800 ALGOMA BLVD,54901
1105,MENOMONIE,9505,['https://www.uwstout.edu/'],UNIVERSITY OF WISCONSIN-STOUT,['715-232-2468'],WI,410 BOWMAN HALL,54751
1106,MILWAUKEE,8256,['http://www.uiu.edu/'],UPPER IOWA UNIVERSITY,['414-475-4848'],WI,"MILWAUKEE CENTER, 620 SOUTH 76TH STREET, SUITE 100",53214
1107,MADISON,8367,['http://www.uiu.edu/'],UPPER IOWA UNIVERSITY,['608-278-0350'],WI,3 POINT PLACE SUITE 150,53719
1108,WAUSAU,9554,['http://www.uiu.edu/'],UPPER IOWA UNIVERSITY - WAUSAU CENTER,['715-675-2775'],WI,"1000 CAMPUS DRIVE, ROOM A222",54401
1109,PEWAUKEE,8051,['http://www.wctc.edu/testing'],WAUKESHA COUNTY TECHNICAL COLLEGE,['(262) 695-6215'],WI,"800 MAIN STREET, ROOM C020",53072
1110,LA CROSSE,9183,['http://www.westerntc.edu'],WESTERN TECHNICAL COLLEGE - LA CROSSE,['(608) 785-9441'],WI,400 7TH STREET NORTH,54601
1111,BLUEFIELD,9095,['http://www.bluefield.wvnet.edu/'],BLUEFIELD STATE COLLEGE,['304-327-4016'],WV,219 ROCK STREET,24701
1112,HUNTINGTON,9531,['http://www.marshall.edu/'],MARSHALL UNIVERSITY,['304-696-6387'],WV,ONE JOHN MARSHALL DRIVE,25755
1113,HUNTINGTON,9512,['http://www.mctc.edu/'],MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,['(304) 710-3386'],WV,ONE MOUNTWEST WAY,25701
1114,FAIRMONT,8024,['http://www.pierpont.edu/'],PIERPONT COMMUNITY &AMP; TECHNICAL COLLEGE,['304-367-4961'],WV,1201 LOCUST AVE.,26554
1115,SCOTT DEPOT,7881,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['304-760-1729'],WV,100 CORPORATE CENTER DRIVE,25560
1116,CHARLESTON,7780,['http://www.ucwv.edu/'],UNIVERSITY OF CHARLESTON,['(304) 347-6983'],WV,2300 MACCORKLE AVE SE,25304
1117,INSTITUTE,9847,['http://www.wvsc.edu/'],WEST VIRGINIA STATE UNIVERSITY,['304-766-3290'],WV,P. O. BOX 1000,25112
1118,BECKLEY ,8887,['http://www.wvu.edu/'],WEST VIRGINIA UNIVERSITY - BECKLEY CAMPUS,['(304) 929-0321'],WV,700 A STREET,25801
1119,WHEELING,9440,['http://www.wju.edu/'],WHEELING JESUIT UNIVERSITY,['800-873-7665'],WV,316 WASHINGTON AVENUE,26003
1120,TORRINGTON,9401,['http://ewc.wy.edu/'],EASTERN WYOMING COLLEGE,['307-532-8288'],WY,3200 WEST C STREET,82240
1121,GILLETTE,9844,['http://www.sheridan.edu/'],GILLETTE COLLEGE,['307-686-0254'],WY,300 WEST SINCLAIR STREET,82718
1122,CHEYENNE,7924,['http://www.lccc.wy.edu/'],LARAMIE COUNTY COMMUNITY COLLEGE,['(307) 778-1105'],WY,1400 E. COLLEGE DRIVE,82007
1123,CHEYENNE,7131,['http://www.lccc.cc.wy.us/'],LARAMIE COUNTY COMMUNITY COLLEGE - WARREN AFB BRANCH,['(307) 778-1105'],WY,WARREN AFB,82005
1124,SHERIDAN,7260,['http://www.sheridan.edu/'],SHERIDAN COLLEGE,['(307) 674-6446'],WY,3059 COFFEEN AVE,82801
