,Address,City,State,Zip,id,link,name,phone
1004,"1550 WURTSMITH STREET, BUILDING 5725, SUITE 5",LACKLAND AFB,AF,5251,7234,http://www.wbu.edu/,WAYLAND BAPTIST UNIVERSITY,210-826-7595
1005,3 3RD ST. WEST,RANDOLPH AFB,AF,78148,7323,http://www.wbu.edu/,WAYLAND BAPTIST UNIVERSITY,806-291-3452
1006,"426 5TH AVENUE, SUITE 7",SHEPPARD AFB,AF,76311,7320,http://www.wbu.edu/colleges-in-wichita-falls/,WAYLAND BAPTIST UNIVERSITY,940-855-4322
1007,11550 IH 35 NORTH,SAN ANTONIO,AN,78217,8182,http://www.sa.wbu.edu/,WAYLAND BAPTIST UNIVERSITY,210-826-7595
1008,2502 3RD AVE. CLASSROOM CTR. BLDG.,CANYON,TX,79016,7767,http://www.wtamu.edu/,WEST TEXAS A&M; UNIVERSITY,806) 651-2341
1009,"265 HEBER J. GRANT BUILDING, TESTING CENTER",PROVO,UT,2700,8258,http://www.byu.edu/,BRIGHAM YOUNG UNIVERSITY,801-422-6147
1010,"MURRAY, UT   84107",801,,6677,9915,http://www.ccis.edu/nationwide/saltlake/,COLUMBIA COLLEGE,800-339-7618
1011,"130 S CENTER ST, PO BOX 169",DUCHESNE,UT,0169,7737,http://www.duchesnegov.us/,DUCHESNE COUNTY LIBRARY,435-738-2800
1012,1323 WEST 7900 SOUTH,WEST JORDAN,JO,84088,8764,http://www.hawthorne.edu/,HAWTHORNE UNIVERSITY,801-255-3651
1013,"7285 4TH STREET, BUILDING 180, RM 105",HILL AFB,AF,84056,7292,http://www.park.edu/gohill,PARK UNIVERSITY - HILL AFB CAMPUS,801) 777-9992
1014,9750 S 300 W #215,SANDY,UT,84070,8629,http://www.slcc.edu/,SALT LAKE COMMUNITY COLLEGE,801) 957-5215
1015,"3921 CENTRAL CAMPUS DR. DEPT. 2906TESTING CENTER ROOM 110, STEWART LIBRARY",OGDEN,UT,84408,8815,http://www.weber.edu/,STEWART LIBRARY TESTING CENTER - WEBER STATE UNIVERSITY,801-626-6847
1016,"9815 SOUTH MONROE STREET, SUITE 200",SANDY,UT,84070,7885,http://www.strayer.edu/,STRAYER UNIVERSITY,801-432-5029
1017,765 2200 W,SALT LAKE CITY,LA,84116,7356,http://www.phoenix.edu,UNIVERSITY OF PHOENIX ROLAND R. WRIGHT AIR NATIONAL GUARD BASE,801) 209-5542
1018,5373 S GREEN ST SUITE 200,SALT LAKE CITY,LA,84123,8977,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - UTAH CAMPUS,801) 727-3026
1019,"UNIVERSITY INN 115, 0118 OLD MAIN HILL",LOGAN,UT,0118,7796,http://www.usu.edu/,UTAH STATE UNIVERSITY,435-797-1004
1020,800 WEST UNIVERSITY PARKWAY,OREM,UT,84058,8482,http://www.uvsc.edu/,UTAH VALLEY UNIVERSITY,801-863-6421
1021,"2750 N. UNIVERSITY PARK, ROOM 215",LAYTON,UT,84041,7971,http://www.weber.edu/,WEBER STATE UNIVERSITY,801-395-3532
1022,3000 COLLEGE DRIVE,BLUEFIELD,VA,24605,8087,http://www.bluefield.edu/,BLUEFIELD COLLEGE,540-326-4340
1023,205 S. WHITING SUITE 608,ALEXANDRIA,VA,22304,9595,http://www.brainseedtesting.com/,"BRAINSEED TESTING CENTER -ALEXANDRIA, VA",703) 338-1877
1024,1200 PARK ROAD,HARRISONBURG,VA,22802,8759,http://www.emu.edu/careers/testing/,EASTERN MENNONITE UNIVERSITY,540-432-4131
1025,PO BOX 4315,FORT EUSTIS,EU,0315,9289,http://www.erau.edu/,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,757-887-0980
1026,PO BOX 15067,NS NORFOLK,NO,00067,9541,http://www.erau.edu/,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,757-440-5078
1027,"4041 UNIVERSITY DRIVE, SUITE 101",FAIRFAX,VA,22030,9352,http://www.gitservices.com,GLOBAL INSTITUTE OF TECHNOLOGY (GIT) SERVICES- FAIRFAX,703) 310-7133
1028,1311 HIGHPOINT AVE,RICHMOND,VA,23230,8217,http://gitservices.com/,GLOBAL INSTITUTE OF TECHNOLOGY SERVICES,804) 562-4798
1029,11321 SUNSET HILLS RD,RESTON,VA,20190,8607,http://www.intellectualpoint.com/,INTELLECTUAL POINT,571) 577-7890
1030,1971 UNIVERSITY BOULEVARD,LYNCHBURG,VA,24502,8622,http://www.liberty.edu/,LIBERTY UNIVERSITY,800-424-9595
1031,318 PROSPECT ST,STAUNTON,VA,24401,9089,http://www.mbc.edu/,MARY BALDWIN COLLEGE,540-887-7129
1032,1800 DIAGONAL ROAD,ALEXANDRIA,VA,22314,8794,http://www.nl.edu/transferinfo/creditbyexamination/,NATIONAL-LOUIS UNIVERSITY,703-647-7512
1033,700 PARK AVENUE,NORFOLK,VA,23504,9414,https://www.nsu.edu/,NORFOLK STATE UNIVERSITY,757) 823-2504
1034,3001 NORTH BEAUREGARD STREET,ALEXANDRIA,VA,22311,7916,https://www.nvcc.edu/index.html,NORTHERN VIRGINIA COMMUNITY COLLEGE,703-845-6280
1035,"BARDEN EDUCATION CENTER, BUILDING 1017,9625 BELVOIR ROAD",FORT BELVOIR,BE,22060,7203,http://www.nvcc.edu,NORTHERN VIRGINIA COMMUNITY COLLEGE - FORT BELVOIR,703) 805-9261
1036,"3088 ROAN DRIVE, LIFELONG LEARNING CENTER, LAB 2",QUANTICO,VA,22134,7100,http://www.nvcc.edu,NORTHERN VIRGINIA COMMUNITY COLLEGE - QUANTICO,703) 878-4609
1037,4427 HAMPTON BLVD,NORFOLK,VA,23529,9265,http://www.odu.edu/,OLD DOMINION UNIVERSITY,757) 683-3697
1038,"1555 SOUTHGATE ROAD, HENDERSON HALL BLDG 29",ARLINGTON,VA,22214,7176,http://park.edu,PARK UNIVERSITY - HENDERSON HALL,703) 525-7275
1039,"2070 CHAIN BRIDGE RD, SUITE G100",VIENNA,VA,22182,9902,http://www.potomac.edu/,POTOMAC COLLEGE,443-306-1802
1040,108 N. JEFFERSON STREET,ROANOKE,VA,24016,7958,http://www.education.edu/,ROANOKE HIGHER EDUCATION CENTER,540-767-6010
1041,1500 MADISON AVENUE,FORT EUSTIS,EU,23604,7108,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,757-887-0655
1042,"NS NORFOLK, NAVAL STATION NORFOLK, BUILDING U-40",NORFOLK,VA,23511,7123,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,757-489-0969
1043,"NAS OCEANA, NAVAL AIR STATION OCEANA, BUILDING 531",VIRGINIA BEACH,BE,23460,7141,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,757-428-8395
1044,"DAM NECK ANNEX, 1905 REGULUS AVENUE, BUILDING 199, ROIOM 151",VIRGINIA BEACH,BE,23461,7136,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,757-492-6183
1045,"450 WEYLAND ROAD, BUILDING 1027",LANGLEY AFB,AF,23665,7112,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,757-766-1812
1046,"NAB LITTLE CREAK, 1481 D STREET, BUILDING 3016",NORFOLK,VA,23521,7130,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,757-464-6449
1047,"620 JOHN PAUL JONES CIRCLE, BUILDING 1, 4TH FLOOR",PORTSMOUTH,VA,23708,7137,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,757-492-6183
1048,"YORKTOWN, VA   23690",757,,0655,7211,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,757-856-2104
1049,"FORT LEE CENTER, 700 QUARTERS ROAD, ROOM 159, BLDG 12400",FORT LEE,LE,23801,7214,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,804-861-8039
1050,609 INDEPENDENCE PARKWAY,CHESAPEAKE,VA,23320,8810,http://www.saintleo.edu,SAINT LEO UNIVERSITY,757-382-7599
1051,"2820 WATERFORD LAKE DRIVE, SUITE 100",MIDLOTHIAN,VA,23112,9898,http://www.strayer.edu/,STRAYER UNIVERSITY,804-763-6710
1052,"150 RIVERSIDE PARKWAY, SUITE 100",FREDERICKSBURG,VA,22405,9720,http://www.strayer.edu/,STRAYER UNIVERSITY,540-374-4300
1053,13385 MINNEVILLE ROAD,WOODBRIDGE,VA,22192,9728,http://www.strayer.edu/,STRAYER UNIVERSITY,703-878-2890
1054,"99 OLD OYSTER POINT ROAD, UNIT 1",NEWPORT NEWS,NE,23602,8918,http://www.strayer.edu/,STRAYER UNIVERSITY,757-881-5129
1055,2121 15TH STREET NORTH,ARLINGTON,VA,22201,9718,http://www.strayer.edu/,STRAYER UNIVERSITY,703-920-5504
1056,2730 EISENHOWER AVENUE,ALEXANDRIA,VA,22314,9809,http://www.strayer.edu/,STRAYER UNIVERSITY,703-329-9190
1057,"249 CENTRAL PARK AVENUE, SUITE 350",VIRGINIA BEACH,BE,23464,8114,http://www.strayer.edu/,STRAYER UNIVERSITY,757-493-6029
1058,"676 INDEPENDENCE PARKWAY, SUITE 300",CHESAPEAKE,VA,23320,8917,http://www.strayer.edu/,STRAYER UNIVERSITY,757-547-6076
1059,"45150 RUSSELL BRANCH PARKWAY, SUITE 201",ASHBURN,VA,20147,8841,http://www.strayer.edu/,STRAYER UNIVERSITY,703-729-8882
1060,11501 NUCKOLS ROAD,GLEN ALLEN,AL,23059,9721,http://www.strayer.edu/,STRAYER UNIVERSITY,804-527-1000
1061,120 CAMPUS DRIVE,PORTSMOUTH,VA,23701,9341,http://www.tcc.edu/,TIDEWATER COMMUNITY COLLEGE,757-822-2124
1062,300 GRANBY STREET,NORFOLK,VA,23503,8188,http://www.tcc.edu/,TIDEWATER COMMUNITY COLLEGE,757-822-1310
1063,"ARLINGTON LEARNING CENTER, 1800 S. BELL STREET",ARLINGTON,VA,22202,8957,http://phoenix.edu,UNIVERSITY OF PHOENIX - ARLINGTON LEARNING CENTER,571) 227-7105
1064,4636 COLUMBUS STREET,VIRGINIA BEACH,BE,23462,8992,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - RICHMOND-VIRGINIA BEACH CAMPUS,757) 493-6300
1065,"PO BOX 489, 660 ELM STREET",MONTPELIER,VT,05601,8533,http://www.ccv.vsc.edu/,COMMUNITY COLLEGE OF VERMONT,802) 828-4064
1066,"347 EMERSON FALLS ROAD, SUITE 2",ST,JO,05819,8948,http://www.spfldcol.edu/,SPRINGFIELD COLLEGE,802-748-5402
1067,"89 MAIN STREET, CITY CENTER",MONTPELIER,VT,05602,9839,http://www.uvm.edu/,UNIVERSITY OF VERMONT,802-223-0388
1068,7662 CHANUTE ST,MOSES LAKE,LA,98837,9063,http://www.bbcc.ctc.edu/,BIG BEND COMMUNITY COLLEGE,509) 793-2064
1069,400 EAST UNIVERSITY WAY,ELLENSBURG,WA,7474,7952,http://www.cwu.edu/testing/,CENTRAL WASHINGTON UNIVERSITY,509-963-1860
1070,"13910 45TH AVENUE, NORTHEAST, SUITE 802",MARYSVILLE,WA,98271,7149,http://www.ccis.edu/nationwide/marysville/,COLUMBIA COLLEGE,425-259-4481
1071,3615 N. LANGLEY BOULEVARD,OAK HARBOR,HA,98278,7135,http://www.ccis.edu/nationwide/whidbey/,COLUMBIA COLLEGE - WHIDBEY ISLAND CAMPUS,360-279-9030
1072,502 E. BOONE AVE.,SPOKANE,WA,99258,9161,http://www.gonzaga.edu/,GONZAGA UNIVERSITY,509-328-4420
1073,9600 COLLEGE WAY NORTH,SEATTLE,WA,98103,9663,https://northseattle.edu/,NORTH SEATTLE COLLEGE,206) 934-3600
1074,"6 WEST CASTLE STREET, SUITE 118",FAIRCHILD AFB,AF,99011,7205,http://new.park.edu/campus-centers/washington/wa-spokane.html,PARK UNIVERSITY,509-247-4211
1075,1502 EAST LAURIDSEN BOULEVARD,PORT ANGELES,AN,98362,8393,http://www.pc.ctc.edu/,PENINSULA COLLEGE,360-417-6346
1076,6242 COLORADO AVENUE,FT,LE,98433,7109,http://www.pierce.ctc.edu/military/,PIERCE COLLEGE NATIONAL TEST CENTER - FORT LEWIS,253) 964-6564
1077,851 LINCOLN BOULEVARD,MCCHORD AFB,AF,98438,7258,http://www.pierce.ctc.edu/military/,PIERCE COLLEGE NATIONAL TEST CENTER - MCCHORD,253-964-6564
1078,"7100 FORT DENT WAY, SUITE 100",TUKWILA,WA,98188,8429,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - WESTERN WASHINGTON CAMPUS,425) 572-1600
1079,"1410 NE CAMPUS PKWY, 453 SCHMITZ HALL, BOX 355837",SEATTLE,WA,98195,9834,http://www.washington.edu/,UNIVERSITY OF WASHINGTON,206-543-1170
1080,"120 SOUTH DEWEY STREET, BLDG 491 - RM 204",BREMERTON,WA,98314,7179,http://www.vinu.edu/military,VINCENNES UNIVERSITY,360-478-7202
1081,BANGOR NAVAL BASE1042 TAUTOG CIRCLE,SILVERDALE,WA,98315,7321,http://www.vinu.edu/military,VINCENNES UNIVERSITY,360-697-1396
1082,"TEST CENTER - ROOM 120, 333 32ND STREET, MS 1410",BELLINGHAM,WA,98225,8497,http://www.wwu.edu/,WESTERN WASHINGTON UNIVERSITY,360) 650-3080
1083,SCHOOL OF CONTINUING STUDIES300 W. HAWTHORNE ROAD,SPOKANE,WA,99251,9811,http://www.whitworth.edu/,WHITWORTH UNIVERSITY,509) 777-3222
1084,100 S. 12TH AVE. DECCIO BLDG.,YAKIMA,WA,98902,8752,https://www.yvcc.edu/,YAKIMA VALLEY COMMUNITY COLLEGE,509) 574-4738
1085,"MILWAUKEE MIDTOWN CENTER, 4151 NORTH 56TH STREET",MILWAUKEE,WI,53216,9241,http://www.cuw.edu/,CONCORDIA UNIVERSITY,414-444-0734
1086,2040 SUTLER AVENUE,BELOIT,WI,53511,8516,http://www.cuw.edu/,CONCORDIA UNIVERSITY - BELOIT CAMPUS,608) 361-1830
1087,4151 NORTH 56TH STREET,MILWAUKEE,WI,53216,7303,http://www.cuw.edu/,CONCORDIA UNIVERSITY WISCONSIN,414-444-0734
1088,N14W23777 STONE RIDGE DRIVE,WAUKESHA,WI,53188,8176,https://www.cuw.edu/locations/,CONCORDIA UNIVERSITY WISCONSIN,262) 522-0990
1089,"GREEN BAY, WI   54304",920,,2551,8281,https://www.cuw.edu/dsst,CONCORDIA UNIVERSITY WISCONSIN,http://www.cuw.edu/
1090,4351 WEST COLLEGE AVE. SUITE 100,APPLETON,WI,54914,9129,http://www.cuw.edu/,CONCORDIA UNIVERSITY WISCONSIN - APPLETON CAMPUS,920) 968-0933
1091,10222 74TH STREET,KENOSHA,WI,53142,8255,http://www.cuw.edu/ae/kenosha_site.htm,CONCORDIA UNIVERSITY WISCONSIN - KENOSHA CAMPUS,262) 697-8260
1092,"2909 LANDMARK PLACE, STE 101",MADISON,WI,53713,9624,http://www.cuw.edu/,CONCORDIA UNIVERSITY WISCONSIN - MADISON CAMPUS,608) 277-7900
1093,12800 NORTH LAKE SHORE DR,MEQUON,WI,53092,8852,http://www.cuw.edu/,CONCORDIA UNIVERSITY WISCONSIN - MEQUON CAMPUS,262) 243-4223
1094,"MILLER PARK WAY CENTER, 1670 MILLER PARK WAY",MILWAUKEE,WI,53214,8261,http://www.cuw.edu/,CONCORDIA UNIVERSITY WISCONSIN - MILLER PARK WAY,414) 647-2523
1095,1000 EDGEWOOD COLLEGE DRIVE,MADISON,WI,53711,8300,http://www.edgewood.edu/,EDGEWOOD COLLEGE,608-663-2302
1096,"45 S. NATIONAL AVENUE, CASE OFFICE",FON DU LAC,DU,54935,7969,http://www.marianuniversity.edu/,MARIAN UNIVERSITY,920-923-8625
1097,MARIAN UNIVERSITY - WEST ALLIS CENTER,1227 S,ST,,8823,https://www.marianuniversity.edu/,MARIAN UNIVERSITY - WEST ALLIS CENTER,"WEST ALLIS, WI   53214"
1098,PO BOX 1881,MILWAUKEE,WI,1881,8685,http://www.marquette.edu/,MARQUETTE UNIVERSITY,414-288-7302
1099,500 32ND STREET NORTH,WISCONSIN RAPIDS,RA,54494,9476,http://www.mstc.edu/student-resources/student-services/testing,MID-STATE TECHNICAL COLLEGE,715-422-5443
1100,"5364 COLLEGE DRIVE, HIGHWAY G SOUTH",RHINELANDER,WI,54501,8532,http://www.nicoletcollege.edu/,NICOLET TECHNICAL COLLEGE,715-365-4609
1101,"245 S. EXECUTIVE DRIVE, SUITE 110",BROOKFIELD,WI,53005,8914,http://www.ottawa.edu/,OTTAWA UNIVERSITY - MILWAUKEE,262-879-0200
1102,"9000 WEST CHESTER STREET, SUITE 300",MILWAUKEE,WI,53214,9449,http://www.strayer.edu/,STRAYER UNIVERSITY,414-203-7829
1103,"10850 W. PARK PLACE, STE. 150",MILWAUKEE,WI,53224,8840,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,414) 410-7950
1104,UNIVERSITY OF WISCONSIN,800 WEST MAIN STREET,WE,2003,9697,262-472-5233,UNIVERSITY OF WISCONSIN,"WHITEWATER, WI   53190"
1105,1800 GRAND AVE,SUPERIOR,WI,54880,9374,http://www.uwsuper.edu/,UNIVERSITY OF WISCONSIN,715-394-8087
1106,"2106 CENTENNIAL HALL, 308 16TH STREET N,",LA CROSSE,CR,54601,9086,http://www.uwlax.edu/,UNIVERSITY OF WISCONSIN - LA CROSSE,608) 785-8074
1107,800 ALGOMA BLVD,OSHKOSH,WI,54901,9372,http://www.uwosh.edu/testing/,UNIVERSITY OF WISCONSIN - OSHKOSH,920-424-0068
1108,802 S BROADWAY410 BOWMAN HALL,MENOMONIE,WI,54751,9505,https://www.uwstout.edu/,UNIVERSITY OF WISCONSIN-STOUT,715-232-2468
1109,"MILWAUKEE CENTER, 620 SOUTH 76TH STREET, SUITE 100",MILWAUKEE,WI,53214,8256,http://www.uiu.edu/,UPPER IOWA UNIVERSITY,414-475-4848
1110,3 POINT PLACE SUITE 150,MADISON,WI,53719,8367,http://www.uiu.edu/,UPPER IOWA UNIVERSITY,608-278-0350
1111,"1000 CAMPUS DRIVE, ROOM A222",WAUSAU,WI,54401,9554,http://www.uiu.edu/,UPPER IOWA UNIVERSITY - WAUSAU CENTER,715-675-2775
1112,"PLEASE REGISTER VIA WEBSITE BELOW800 MAIN STREET, ROOM C020",PEWAUKEE,WI,53072,8051,http://www.wctc.edu/testing,WAUKESHA COUNTY TECHNICAL COLLEGE,262) 695-6215
1113,400 7TH STREET NORTH,LA CROSSE,CR,54601,9183,http://www.westerntc.edu,WESTERN TECHNICAL COLLEGE - LA CROSSE,608) 785-9441
1114,219 ROCK STREET,BLUEFIELD,WV,24701,9095,http://www.bluefield.wvnet.edu/,BLUEFIELD STATE COLLEGE,304-327-4016
1115,ONE JOHN MARSHALL DRIVE,HUNTINGTON,WV,25755,9531,http://www.marshall.edu/,MARSHALL UNIVERSITY,304-696-6387
1116,ONE MOUNTWEST WAY,HUNTINGTON,WV,25701,9512,http://www.mctc.edu/,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,304) 710-3386
1117,1201 LOCUST AVE.,FAIRMONT,WV,26554,8024,http://www.pierpont.edu/,PIERPONT COMMUNITY &AMP; TECHNICAL COLLEGE,304-367-4961
1118,100 CORPORATE CENTER DRIVE,SCOTT DEPOT,DE,25560,7881,http://www.strayer.edu/,STRAYER UNIVERSITY,304-760-1729
1119,2300 MACCORKLE AVE SE,CHARLESTON,WV,25304,7780,http://www.ucwv.edu/,UNIVERSITY OF CHARLESTON,304) 347-6983
1120,P. O. BOX 1000,INSTITUTE,WV,25112,9847,http://www.wvsc.edu/,WEST VIRGINIA STATE UNIVERSITY,304-766-3290
1121,700 A STREET,BECKLEY ,WV,25801,8887,http://www.wvu.edu/,WEST VIRGINIA UNIVERSITY - BECKLEY CAMPUS,304) 929-0321
1122,316 WASHINGTON AVENUE,WHEELING,WV,6295,9440,http://www.wju.edu/,WHEELING JESUIT UNIVERSITY,800-873-7665
1123,3200 WEST C STREET,TORRINGTON,WY,82240,9401,http://ewc.wy.edu/,EASTERN WYOMING COLLEGE,307-532-8288
1124,300 WEST SINCLAIR STREET,GILLETTE,WY,82718,9844,http://www.sheridan.edu/,GILLETTE COLLEGE,307-686-0254
1125,1400 E. COLLEGE DRIVE,CHEYENNE,WY,82007,7924,http://www.lccc.wy.edu/,LARAMIE COUNTY COMMUNITY COLLEGE,307) 778-1105
1126,WARREN AFB,CHEYENNE,WY,82005,7131,http://www.lccc.cc.wy.us/,LARAMIE COUNTY COMMUNITY COLLEGE - WARREN AFB BRANCH,307) 778-1105
1127,3059 COFFEEN AVE,SHERIDAN,WY,82801,7260,http://www.sheridan.edu/,SHERIDAN COLLEGE,307) 674-6446
